ACCTTYPE,IMPDESCRIPTION,EXT CONDITION,INT CONDITION,IMPQUALITY,AYB,EYB,IMPNETSF,BEDROOMCOUNT,BATHCOUNT,MaxOfCURR ACT,ECONOMICAREACODE
Residential,Hotel Unit,Good,,Good,1993,2000,433.0,1.0,1.0,199500,6
Residential,Hotel Unit,Good,,Good,1993,2000,429.0,1.0,1.0,197950,6
Residential,Hotel Unit,Good,,Good,1993,2000,439.0,1.0,1.0,201820,6
Residential,Hotel Unit,Good,,Good,1993,2000,443.0,1.0,1.0,203360,6
Residential,Hotel Unit,Good,,Good,1993,2000,440.0,1.0,1.0,202210,6
Residential,Hotel Unit,Good,,Good,1993,2000,443.0,1.0,1.0,203360,6
Residential,Hotel Unit,Good,,Good,1993,2000,437.0,1.0,1.0,201050,6
Residential,Hotel Unit,Good,,Good,1993,2000,443.0,1.0,1.0,203360,6
Residential,Hotel Unit,Good,,Good,1993,2000,481.0,1.0,1.0,228820,6
Residential,HOTEL CONDO,Good,,Good,1993,2000,336.0,1.0,1.0,169280,6
Residential,Hotel Unit,Good,,Good,1993,2000,494.0,1.0,1.0,258630,6
Residential,Hotel Unit,Good,,Good,1993,2000,348.0,1.0,1.0,192700,6
Residential,Hotel Unit,Good,,Good,1993,2000,442.0,1.0,1.0,224340,6
Residential,Hotel Unit,Good,,Good,1993,2000,441.0,1.0,1.0,223920,6
Residential,Hotel Unit,Good,,Good,1993,2000,443.0,1.0,1.0,224770,6
Residential,Hotel Unit,Good,,Good,1993,2000,427.0,1.0,1.0,217930,6
Residential,Hotel Unit,Good,,Good,1993,2000,449.0,1.0,1.0,227330,6
Residential,Hotel Unit,Good,,Good,1993,2000,429.0,1.0,1.0,218790,6
Residential,Hotel Unit,Good,,Good,1993,2000,455.0,1.0,1.0,229870,6
Residential,Hotel Unit,Good,,Good,1993,2000,436.0,1.0,1.0,221780,6
Residential,Hotel Unit,Good,,Good,1993,2000,443.0,1.0,1.0,224770,6
Residential,Hotel Unit,Good,,Good,1993,2000,424.0,1.0,1.0,216640,6
Residential,Hotel Unit,Good,,Good,1993,2000,442.0,1.0,1.0,224340,6
Residential,Hotel Unit,Good,,Good,1993,2000,441.0,1.0,1.0,223920,6
Residential,Hotel Unit,Good,,Good,1993,2000,442.0,1.0,1.0,224340,6
Residential,Hotel Unit,Good,,Good,1993,2000,348.0,1.0,1.0,192700,6
Residential,Hotel Unit,Good,,Good,1993,2000,506.0,1.0,1.0,263900,6
Residential,Hotel Unit,Good,,Good,1993,2000,428.0,1.0,1.0,218360,6
Residential,Hotel Unit,Good,,Good,1993,2000,429.0,1.0,1.0,218790,6
Residential,Hotel Unit,Good,,Good,1993,2000,439.0,1.0,1.0,223060,6
Residential,Hotel Unit,Good,,Good,1993,2000,443.0,1.0,1.0,224770,6
Residential,Hotel Unit,Good,,Good,1993,2000,440.0,1.0,1.0,223490,6
Residential,Hotel Unit,Good,,Good,1993,2000,443.0,1.0,1.0,224770,6
Residential,Hotel Unit,Good,,Good,1993,2000,437.0,1.0,1.0,222210,6
Residential,Hotel Unit,Good,,Good,1993,2000,443.0,1.0,1.0,224770,6
Residential,Hotel Unit,Good,,Good,1993,2000,487.0,1.0,1.0,255550,6
Residential,Hotel Unit,Good,,Good,1993,2000,334.0,1.0,1.0,186160,6
Residential,Single Family Dwelling,Excellent,,Excellent,2024,2024,6712.0,5.0,8.0,936000,6
Residential,Single Family Dwelling,Excellent,,Excellent,2022,2023,3822.0,5.0,6.0,2277400,6
Residential,Single Family Dwelling,Excellent,,Very Good Plus,2022,2022,3854.0,5.0,7.0,1352000,6
Residential,CONVENTION,Below Average,,Fair,1885,1952,1580.0,3.0,2.0,264330,1
Residential,Single Family Dwelling,Excellent,Excellent,Average,2016,2016,1872.0,3.0,3.0,878960,1
Residential,Single Family Dwelling,Very Good,,Average,2019,2019,2698.0,3.0,3.0,947900,1
Residential,Townhouse - Conventional,Average,,Average,2003,2003,1386.0,6.0,6.0,1238110,2
Residential,Townhouse - Conventional,Average,,Fair,2003,2003,0.0,0.0,0.0,45730,2
Residential,Townhouse - Conventional,Average,,Average,2003,2003,1463.0,4.0,3.0,1312540,2
Residential,Residential with Commercial,Average,,Fair,1987,1987,695.0,2.0,1.0,522380,6
Residential,Single Family Dwelling,Good,Good,Good,2012,2012,2132.0,4.0,3.0,1479410,6
Residential,Townhouse - Conventional,Average,,Average,1977,1996,1762.0,2.0,2.0,701970,6
Residential,Townhouse - Conventional,Average,,Average,1977,1990,1126.0,2.0,1.5,590900,6
Residential,Townhouse - Conventional,Good,,Average Plus,2004,2004,1412.0,3.0,3.0,1279610,2
Residential,Townhouse - Conventional,Good,,Average Plus,2004,2004,1624.0,3.0,3.0,1357910,2
Residential,Townhouse - Conventional,Average,,Fair Plus,2004,2004,1364.0,3.0,2.0,728330,6
Residential,Townhouse - Conventional,Average,,Fair Plus,2004,2004,1334.0,3.0,2.0,642540,6
Residential,Townhouse - Conventional,Average,,Fair Plus,2004,2004,1362.0,3.0,2.0,728000,6
Residential,Townhouse - Conventional,Good,,Good,2004,2004,1140.0,3.0,4.0,1197110,6
Residential,Townhouse - Conventional,Good,,Good,2006,2006,1140.0,3.0,4.0,1064090,6
Residential,Townhouse - Conventional,Very Good,,Good,2006,2006,1140.0,3.0,4.0,1305930,6
Residential,Single Family Dwelling,Average,,Average,2005,2005,1916.0,3.0,3.0,922930,6
Residential,Single Family Dwelling,Excellent,,Very Good,2023,2024,0.0,4.0,5.0,3459580,6
Residential,Single Family Dwelling,Average,Good,Excellent,2006,2006,7260.0,5.0,6.0,4349060,6
Residential,Single Family Dwelling,Average,,Excellent,2006,2006,4493.0,4.0,5.0,4281170,6
Residential,Single Family Dwelling,Average,Average,Very Good,2005,2005,2897.0,4.0,6.0,3261450,6
Residential,Townhouse - Conventional,Good,,Good Plus,2005,2005,2537.0,4.0,4.0,2096150,6
Residential,Duplex,Average,,Average,1981,1981,862.0,2.0,2.0,776440,2
Residential,Duplex,Average,,Average,1981,1981,858.0,2.0,2.0,737340,2
Residential,Single Family Dwelling,Excellent,Excellent,Very Good Plus,2020,2022,2650.0,5.0,7.0,6904940,6
Residential,Single Family Dwelling,Good,Very Good,Very Good,2007,2007,4440.0,4.0,7.0,6235900,6
Residential,Single Family Dwelling,Excellent,,Very Good,2022,2022,3813.0,6.0,7.0,6642660,6
Residential,Single Family Dwelling,Excellent,,Good Plus,2024,2024,3047.0,6.0,8.0,1043760,6
Residential,Single Family Dwelling,Good,Good,Excellent,2007,2007,4474.0,6.0,8.0,7560260,6
Residential,Single Family Dwelling,Excellent,Excellent,Very Good Plus,2020,2020,2854.0,6.0,7.0,6673890,6
Residential,Single Family Dwelling,Excellent,,Very Good,2019,2019,2097.0,4.0,4.0,5256300,6
Residential,Single Family Dwelling,Excellent,,Very Good,2024,2024,4439.0,4.0,5.0,612070,6
Residential,Single Family Dwelling,Excellent,Excellent,Excellent,2021,2021,0.0,5.0,6.0,7123090,6
Residential,Townhouse - Conventional,Good,,Good,2005,2005,2784.0,3.0,4.0,1660990,6
Residential,Townhouse - Conventional,Good,,Good Plus,2005,2005,2831.0,4.0,4.0,1980190,6
Residential,Townhouse - Conventional,Good,,Good,2005,2005,2784.0,3.0,4.0,1636920,6
Residential,Townhouse - Conventional,Good,,Good,2005,2005,2831.0,4.0,4.0,1670790,6
Residential,Single Family Dwelling,Average,Average,Good,2005,2005,2829.0,4.0,5.0,3757350,2
Residential,Townhouse - Conventional,Average,,Average,2004,2004,960.0,3.0,3.0,697000,6
Residential,Townhouse - Conventional,Average,,Average,2004,2005,960.0,3.0,3.0,693140,6
Residential,Duplex,Average,,Average,2000,2000,2266.0,2.0,1.0,1096460,6
Residential,Duplex,Average,,Average,2000,2000,1185.0,1.0,1.0,726580,6
Residential,SUMMER SFR,Good,,Fair,2007,2007,1302.0,2.0,1.0,478170,8
Residential,CONVENTION,Average,,Average,2006,2006,859.0,2.0,1.0,1005320,2
Residential,Single Family Dwelling,Excellent,Excellent,Average,2017,2017,1362.0,3.0,2.0,494320,1
Residential,Single Family Dwelling,Excellent,Excellent,Average,2015,2015,1474.0,3.0,2.0,511350,1
Residential,CONVENTION,Good,Good,Average,2007,2010,2255.0,4.0,3.0,542990,1
Residential,Single Family Dwelling,Good,,Average,2014,2014,1997.0,3.0,2.0,573460,1
Residential,CONVENTION,Good,,Average,2007,2007,1507.0,3.0,2.0,428220,1
Residential,CONVENTION,Good,Good,Average,2007,2007,1539.0,3.0,3.0,427510,1
Residential,Single Family Dwelling,Average,,Average,2007,2007,1759.0,3.0,3.0,435700,1
Residential,Single Family Dwelling,Average,Average,Average,2005,2005,1474.0,3.0,2.0,389300,1
Residential,Single Family Dwelling,Good,Average,Average,2005,2005,1551.0,3.0,3.0,420370,1
Residential,CONVENTION,Average,Average,Average,2005,2005,1996.0,4.0,3.0,459370,1
Residential,CONVENTION,Average,,Average,2005,2005,1474.0,3.0,2.0,391170,1
Residential,CONVENTION,Average,,Average,2006,2006,2400.0,5.0,4.0,513820,1
Residential,Single Family Dwelling,Average,,Average,2005,2005,1533.0,3.0,3.0,397730,1
Residential,CONVENTION,Average,,Average,2005,2005,1474.0,3.0,2.0,389300,1
Residential,Single Family Dwelling,Average,,Average,2005,2005,1434.0,2.0,2.0,385140,1
Residential,Single Family Dwelling,Average,Average,Average,2006,2006,1996.0,4.0,3.0,463280,1
Residential,Single Family Dwelling,Average,Average,Average,2005,2005,1120.0,2.0,2.0,337000,1
Residential,Single Family Dwelling,Average,,Average,2005,2005,1467.0,3.0,2.0,390450,1
Residential,CONVENTION,Average,,Average,2006,2006,1542.0,3.0,2.0,411390,1
Residential,Single Family Dwelling,Average,Average,Average,2006,2006,1479.0,3.0,2.0,394720,1
Residential,Single Family Dwelling,Excellent,Excellent,Average,2014,2014,1516.0,3.0,2.0,574760,1
Residential,CONVENTION,Average,,Average,2006,2006,1479.0,3.0,2.0,394720,1
Residential,Single Family Dwelling,Average,,Average,2013,2013,1504.0,3.0,2.0,448310,1
Residential,CONVENTION,Average,,Average,2006,2006,1440.0,3.0,2.0,389840,1
Residential,Single Family Dwelling,Good,,Average,2007,2007,1472.0,2.0,2.0,418390,1
Residential,Single Family Dwelling,Excellent,Excellent,Average,2010,2010,1772.0,3.0,3.0,498410,1
Residential,CONVENTION,Good,Good,Average,2008,2008,1836.0,3.0,3.0,476010,1
Residential,Single Family Dwelling,Good,Excellent,Average,2015,2015,2262.0,3.0,2.0,618230,1
Residential,Single Family Dwelling,Excellent,Excellent,Average,2017,2017,1541.0,3.0,2.0,523120,1
Residential,Single Family Dwelling,Excellent,,Good Plus,2022,2022,1777.0,3.0,3.0,1741570,6
Residential,Single Family Dwelling,Good,,Fair,2007,2007,1656.0,3.0,2.0,518740,1
Residential,Manufactured Housing,Average,Average,Average,2007,2007,1624.0,4.0,3.0,725590,8
Residential,CONVENTION,Average,,Fair,2005,2005,864.0,2.0,1.0,300780,1
Residential,Single Family Dwelling,Good,Excellent,Average Plus,2021,2021,1500.0,2.0,2.0,1434370,8
Residential,Single Family Dwelling,Good,,Very Good,2013,2013,2928.0,4.0,5.0,4028510,2
Residential,CONVENTION,Average,Average,Average,2009,2009,1672.0,3.0,2.0,586930,1
Residential,Single Family Dwelling,Good,Good,Good,2007,2007,2196.0,2.0,3.0,1094590,8
Residential,CONVENTION,Average,,Fair,1933,1950,959.0,2.0,1.0,263800,1
Residential,Single Family Dwelling,Excellent,,Good Plus,2022,2023,3875.0,3.0,4.0,523100,1
Residential,Single Family Dwelling,Excellent,Excellent,Good,2020,2020,2349.0,2.0,2.0,1143140,1
Residential,Single Family Dwelling,Good,Excellent,Good,2013,2013,2502.0,4.0,3.0,1026350,1
Residential,Single Family Dwelling,Excellent,Excellent,Good,2018,2018,1986.0,3.0,3.0,983940,1
Residential,Single Family Dwelling,Excellent,Excellent,Good,2017,2017,2505.0,3.0,3.0,1289900,1
Residential,Single Family Dwelling,Excellent,Excellent,Average Plus,2021,2021,2418.0,4.0,3.0,922760,1
Residential,CONVENTION,Average,,Good,2006,2006,3144.0,4.0,4.0,980710,1
Residential,Single Family Dwelling,Very Good,Very Good,Average,2018,2018,1784.0,3.0,2.0,579910,1
Residential,Single Family Dwelling,Excellent,,Average Plus,2024,2024,1680.0,3.0,2.0,258200,1
Residential,CONVENTION,Average,,Average,2006,2006,2528.0,3.0,3.0,563020,1
Residential,Single Family Dwelling,Very Good,Very Good,Good,2014,2014,2513.0,3.0,3.0,1093600,1
Residential,Single Family Dwelling,Excellent,,Good,2022,2022,2106.0,3.0,3.0,1019410,1
Residential,Single Family Dwelling,Excellent,Excellent,Good,2016,2016,3404.0,3.0,4.0,1338900,1
Residential,CONVENTION,Average,,Fair,2006,2006,960.0,2.0,2.0,262420,1
Residential,Single Family Dwelling,Excellent,Excellent,Average,2018,2018,2869.0,3.0,3.0,781590,1
Residential,Single Family Dwelling,Excellent,Excellent,Good,2021,2022,2432.0,3.0,4.0,1104500,1
Residential,Conventional,Excellent,Excellent,Good,2020,2020,2873.0,3.0,3.0,1244430,1
Residential,Single Family Dwelling,Excellent,,Good,2020,2020,3112.0,4.0,4.0,1272520,1
Residential,CONVENTION,Good,Good,Good,2009,2009,1543.0,3.0,2.0,919000,1
Residential,Single Family Dwelling,Average,,Fair,1927,1952,727.0,1.0,1.0,264200,1
Residential,Individual Unit,Average,,Fair Plus,2005,2005,791.0,2.0,2.0,370090,1
Residential,Duplex,Average,,Fair Plus,2005,2005,893.0,2.0,2.0,417900,1
Residential,Duplex,Average,,Fair Plus,2005,2005,893.0,2.0,2.0,379910,1
Residential,Individual Unit,Average,,Fair Plus,2005,2005,791.0,2.0,2.0,392580,1
Residential,Townhouse - Conventional,Average,,Fair,1976,1985,1291.0,3.0,2.0,761320,2
Residential,Townhouse - Conventional,Average,,Fair,1976,1985,1291.0,3.0,2.0,761320,2
Residential,Single Family Dwelling,Good,,Average,2017,2017,1672.0,2.0,2.0,401900,1
Residential,CONVENTION,Good,,Fair,2007,2007,1329.0,,2.0,554310,8
Residential,Single Family Dwelling,Very Good,Very Good,Good,2015,2015,2317.0,3.0,3.0,1378910,6
Residential,Townhouse - Conventional,Average,,Fair,2004,2004,968.0,2.0,1.0,92570,2
Residential,Townhouse - Conventional,Average,,Fair,2004,2004,983.0,2.0,1.0,123440,2
Residential,Duplex,Average,,Fair,1943,1995,1092.0,2.0,2.0,266170,1
Residential,Single Family Dwelling,Good,Good,Good,2011,2011,2958.0,3.0,4.0,3150760,2
Residential,Single Family Dwelling,Good,Good,Fair,2007,2007,1303.0,2.0,1.0,372140,8
Residential,Single Family Dwelling,Excellent,,Average,2022,2022,1620.0,4.0,3.0,1068760,6
Residential,Single Family Dwelling,Below Average,Average,Fair,1965,1968,1980.0,4.0,3.0,718110,8
Residential,Single Family Dwelling,Average,,Good,2006,2006,2758.0,3.0,3.0,1248620,6
Residential,Single Family Dwelling,Good,Good,Good,2008,2008,2451.0,3.0,3.0,2801280,2
Residential,Single Family Dwelling,Good,Good,Average,2011,2011,820.0,1.0,2.0,1050110,2
Residential,Single Family Dwelling,Good,Good,Average,2007,2007,1336.0,1.0,2.0,473110,8
Residential,Single Family Dwelling,Excellent,Excellent,Good,2020,2020,,2.0,3.0,1340630,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,3478.0,4.0,5.0,2006680,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,2122.0,4.0,5.0,1989780,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,2122.0,4.0,5.0,1989620,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,2122.0,4.0,5.0,1989780,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,2122.0,4.0,5.0,1989780,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,3479.0,4.0,5.0,2030890,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,3479.0,4.0,5.0,2030890,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,3479.0,4.0,5.0,2030890,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1840890,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1949640,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1840890,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2008,1423.0,4.0,5.0,1840710,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1949640,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1949640,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1949640,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,3478.0,4.0,5.0,2030700,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1949640,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1949640,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1840710,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1840890,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1949640,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,2122.0,4.0,5.0,1989620,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,2122.0,4.0,5.0,1989780,6
Residential,Single Family Dwelling,Good,,Good Plus,2014,2014,2249.0,5.0,6.0,2015040,6
Residential,Single Family Dwelling,Good,,Good Plus,2014,2014,0.0,4.0,5.0,2015240,6
Residential,Single Family Dwelling,Very Good,,Good Plus,2017,2017,2233.0,4.0,5.0,2194860,6
Residential,Single Family Dwelling,Very Good,,Good Plus,2017,2017,2234.0,4.0,5.0,2195070,6
Residential,Single Family Dwelling,Excellent,,Good Plus,2021,2022,2234.0,4.0,6.0,2189820,6
Residential,Single Family Dwelling,Excellent,,Good Plus,2022,2023,2234.0,4.0,6.0,2189820,6
Residential,Single Family Dwelling,Good,,Good Plus,2006,2006,2122.0,4.0,5.0,1989780,6
Residential,Townhouse - Conventional,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1656640,6
Residential,Townhouse - Conventional,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1656800,6
Residential,Townhouse - Conventional,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1656800,6
Residential,Townhouse - Conventional,Good,,Good Plus,2006,2006,1423.0,4.0,5.0,1656800,6
Residential,Townhouse - Conventional,Good,,Good Plus,2006,2006,2854.0,4.0,5.0,1628460,6
Residential,Townhouse - Conventional,Good,,Good Plus,2006,2006,2854.0,4.0,5.0,1714170,6
Residential,Individual Unit,Average,,Fair Plus,2005,2005,791.0,2.0,2.0,370090,1
Residential,Individual Unit,Average,,Fair Plus,2005,2005,1292.0,3.0,2.0,527560,1
Residential,Individual Unit,Average,,Fair Plus,2005,2005,770.0,2.0,2.0,385760,1
Residential,LOG HOME,Below Average,,Fair,1886,1940,2050.0,2.0,2.0,333870,8
Residential,Townhouse - Conventional,Average,,Average,2004,2004,1769.0,3.0,4.0,552480,1
Residential,Townhouse - Conventional,Average,,Average,2004,2004,1769.0,3.0,4.0,552480,1
Residential,Townhouse - Conventional,Average,,Average,2005,2005,1483.0,3.0,2.0,648370,6
Residential,Townhouse - Conventional,Average,,Average,2005,2005,1493.0,3.0,2.0,657490,6
Residential,Duplex,Average,,Fair,1943,1965,1050.0,2.0,2.0,242950,1
Residential,Single Family Dwelling,Excellent,Excellent,Good,2019,2019,0.0,3.0,3.0,1262410,6
Residential,Residential with Commercial,Average,,Fair Plus,1981,1993,1143.0,3.0,2.0,557440,2
Residential,Triplex,Average,,Average,2005,2005,1453.0,3.0,3.0,628020,1
Residential,Triplex,Average,,Average,2005,2005,1590.0,3.0,2.5,645760,1
Residential,Triplex,Average,,Average,2005,2005,1453.0,3.0,3.0,628020,1
Residential,Single Family Dwelling,Good,Good,Good,2010,2010,2119.0,3.0,3.0,626040,1
Residential,Single Family Dwelling,Excellent,Excellent,Good,2021,2021,1883.0,3.0,3.0,1451190,6
Residential,CONVENTION,Average,Average,Average,2006,2006,1870.0,3.0,3.0,556030,1
Residential,Single Family Dwelling,Excellent,Excellent,Good,2016,2016,1945.0,3.0,2.0,1200930,1
Residential,Townhouse - Conventional,Average,,Average,2005,2005,1256.0,3.0,3.0,693450,6
Residential,Townhouse - Conventional,Average,,Average,2005,2005,1256.0,3.0,3.0,694070,6
Residential,Townhouse - Conventional,Average,,Average Plus,2005,2005,,3.0,4.0,813380,6
Residential,Townhouse - Conventional,Average,,Average Plus,2005,2005,1910.0,3.0,4.0,798860,6
Residential,Townhouse - Conventional,Average,,Fair Plus,2005,2005,1728.0,3.0,3.0,406510,1
Residential,Townhouse - Conventional,Average,,Fair Plus,2005,2005,1662.0,3.0,3.0,390970,1
Residential,Townhouse - Conventional,Average,,Fair Plus,2005,2005,1176.0,3.0,3.0,409330,1
Residential,Townhouse - Conventional,Average,,Fair Plus,2005,2005,1064.0,2.0,2.0,341610,1
Residential,Single Family Dwelling,Average,Average,Average,2009,2009,1736.0,3.0,2.0,464260,1
Residential,Single Family Dwelling,Excellent,Excellent,Very Good Plus,2020,2020,2627.0,2.0,5.0,6561710,6
Residential,Single Family Dwelling,Good,Good,Excellent,2007,2007,4650.0,6.0,8.0,7580270,6
Residential,Single Family Dwelling,Excellent,,Good,2022,2022,6692.0,7.0,8.0,1100290,6
Residential,Single Family Dwelling,Excellent,,Very Good,2024,2024,2868.0,4.0,4.0,608250,6
Residential,Single Family Dwelling,Excellent,,Good,2024,2024,4577.0,4.0,6.0,413610,6
Residential,Single Family Dwelling,Excellent,,Very Good,2022,2022,5995.0,5.0,6.0,6748080,6
Residential,Single Family Dwelling,Excellent,,Very Good,2023,2024,0.0,5.0,6.0,1108990,6
Residential,Townhouse - Conventional,Average,,Average Plus,2005,2005,2417.0,3.0,3.0,1482300,2
Residential,Townhouse - Conventional,Average,,Average Plus,2005,2005,1711.0,3.0,1.0,1193750,2
Residential,Townhouse - Conventional,Average,,Average Plus,2005,2005,1430.0,2.0,2.0,1146060,2
Residential,Single Family Dwelling,Average,Average,Average,1997,1997,1881.0,2.0,2.0,637720,8
Residential,Single Family Dwelling,Very Good,Very Good,Good,2007,2008,2664.0,5.0,4.0,1549120,6
Residential,Single Family Dwelling,Excellent,,Good,2014,2014,2480.0,4.0,4.0,2314720,6
Residential,Townhouse - Conventional,Average,,Fair Plus,2005,2005,1622.0,3.0,2.0,641770,6
Residential,Townhouse - Conventional,Average,,Fair Plus,2005,2005,1622.0,3.0,2.0,642540,6
Residential,Individual Unit,Average,,Fair,1935,1974,416.0,1.0,1.0,198500,1
Residential,Townhouse - Conventional,Average,,Fair Plus,2005,2005,1307.0,3.0,3.0,677550,6
Residential,Townhouse - Conventional,Average,,Fair Plus,2005,2005,1307.0,6.0,3.0,677550,6
Residential,Townhouse - Conventional,Average,,Average Plus,2005,2005,1500.0,2.0,3.0,1235370,2
Residential,Townhouse - Conventional,Average,,Average Plus,2005,2005,1958.0,3.0,3.0,1468660,2
Residential,CONVENTION,Good,,Average,2007,2007,842.0,2.0,2.0,1051020,2
Residential,COL/VICTOR,Good,,Average,2007,2007,2498.0,3.0,3.0,678870,1
Residential,Single Family Dwelling,Average,Average,Fair,1961,1983,1742.0,3.0,2.0,397370,8
Residential,Single Family Dwelling,Below Average,,Fair,1907,2000,1934.0,3.0,3.0,167210,8
Residential,Duplex,Below Average,,Fair,1943,1965,1050.0,2.0,2.0,170070,1
Residential,Duplex,Below Average,,Fair,1943,1965,1050.0,2.0,2.0,170070,1
Residential,Duplex,Below Average,Average,Fair,1943,1972,1050.0,2.0,2.0,172000,1
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1131.0,1.0,1.0,1510220,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1707.0,2.0,2.5,2032440,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1560.0,2.0,2.5,2077520,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1882.0,2.0,2.5,2316390,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,737.0,0.0,1.0,1053910,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1714.0,2.0,2.5,2039440,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1952.0,3.0,3.5,2507980,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1880.0,2.0,2.5,2400040,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,729.0,1.0,1.0,1044290,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2237.0,3.0,3.5,2550710,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1953.0,3.0,3.5,2509060,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1874.0,2.0,2.5,2308120,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1932.0,2.0,2.5,2367980,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1693.0,2.0,2.5,2018430,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2073.0,3.0,3.5,2637930,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1853.0,2.0,2.5,2286370,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2327.0,3.0,3.5,2636640,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2060.0,3.0,3.5,2624030,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1858.0,2.0,2.5,2291550,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1920.0,2.0,2.5,2198570,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1568.0,2.0,2.0,1766320,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2873.0,3.0,3.5,3238620,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2956.0,3.0,3.5,3317030,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,1615.0,2.0,2.0,1810690,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2572.0,4.0,4.5,3161900,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2272.0,3.0,3.5,2713400,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2564.0,4.0,4.5,3153640,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2261.0,3.0,3.5,2702360,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,3484.0,4.0,4.5,3808050,6
Residential,Multiple Unit,Very Good,,Very Good Plus,2004,2004,2380.0,4.0,4.5,2962410,6
Residential,Townhouse - Conventional,Average,,Average,2005,2005,1179.0,3.0,2.0,697120,6
Residential,Townhouse - Conventional,Average,,Average,2005,2007,,2.0,2.0,697120,6
Residential,Townhouse - Conventional,Average,,Average,2005,2005,1184.0,2.0,2.0,955440,6
Residential,Townhouse - Conventional,Average,,Average,2005,2005,1426.0,3.0,2.0,1013620,6
Residential,Single Family Dwelling,Excellent,,Average,2024,2024,2264.0,2.0,4.0,229640,6
Residential,Townhouse - Conventional,Good,,Good,2006,2006,2516.0,4.0,5.0,2012010,6
Residential,Townhouse - Conventional,Good,,Good,2006,2006,2516.0,4.0,5.0,2012010,6
Residential,Townhouse - Conventional,Good,,Good,2006,2006,2538.0,4.0,5.0,2027420,6
Residential,Townhouse - Conventional,Good,,Good,2006,2007,2516.0,4.0,5.0,2012010,6
